account_id,appliance_group,cons_dec2024,multiplier
600185063,ВПГ,30.0,0.5027652086475616
600184494,ВПГ,24.62,0.41260264789676554
600199201,ВПГ,94.0,1.5753309870956929
600067611,ВПГ,59.67,1.0
600366015,ВПГ,182.9,3.0651918887213006
600173485,ПГ,100.0,1.5625
600173525,ПГ,89.0,1.390625
600173871,ПГ,25.7,0.4015625
600173903,ПГ,92.31,1.44234375
600174099,ПГ,101.0,1.578125
600174470,ПГ,60.53,0.94578125
600174668,ПГ,115.0,1.796875
600174816,ПГ,21.55,0.33671875
600174876,ПГ,24.0,0.375
600175192,ПГ,40.0,0.625
600175222,ПГ,255.0,3.984375
600175258,ПГ,36.0,0.5625
600175424,ПГ,97.15,1.51796875
600175596,ПГ,130.1,2.0328125
600175763,ПГ,65.0,1.015625
600175771,ПГ,83.2,1.3
600175825,ПГ,1.69,0.1
600175964,ПГ,1.0,0.1
600176166,ПГ,31.0,0.484375
600176184,ПГ,63.05,0.98515625
600176219,ПГ,50.0,0.78125
600176604,ПГ,51.0,0.796875
600176740,ПГ,72.0,1.125
600176938,ПГ,18.58,0.2903125
600177000,ПГ,104.0,1.625
600177103,ПГ,111.0,1.734375
600177140,ПГ,26.13,0.40828125
600177496,ПГ,177.0,2.765625
600177879,ПГ,42.58,0.6653125
600178243,ПГ,118.42,1.8503125
600178317,ПГ,2.02,0.1
600178515,ПГ,84.03,1.31296875
600178546,ПГ,98.0,1.53125
600178684,ПГ,106.0,1.65625
600178716,ПГ,196.0,3.0625
600179063,ПГ,87.0,1.359375
600179336,ПГ,203.0,3.171875
600179458,ПГ,135.0,2.109375
600179830,ПГ,161.19,2.51859375
600179864,ПГ,93.0,1.453125
600180105,ПГ,6.65,0.10390625
600181597,ПГ,19.0,0.296875
600181620,ПГ,58.0,0.90625
600182706,ПГ,53.0,0.828125
600182916,ПГ,96.0,1.5
600183105,ПГ,2.43,0.1
600183475,ПГ,7.42,0.1159375
600183537,ПГ,81.0,1.265625
600183704,ПГ,45.0,0.703125
600183738,ПГ,112.89,1.76390625
600184081,ПГ,7.42,0.1159375
600184622,ПГ,70.57,1.10265625
600184825,ПГ,78.0,1.21875
600185424,ПГ,65.99,1.03109375
600173517,ПГ,273.0,4.265625
600173547,ПГ,48.0,0.75
600173690,ПГ,58.56,0.915
600173761,ПГ,117.0,1.828125
600174061,ПГ,24.44,0.381875
600174131,ПГ,49.0,0.765625
600174297,ПГ,47.97,0.74953125
600174329,ПГ,73.05,1.14140625
600174437,ПГ,5.0,0.1
600174475,ПГ,53.51,0.83609375
600174646,ПГ,139.0,2.171875
600174846,ПГ,74.34,1.1615625
600175219,ПГ,73.0,1.140625
600175247,ПГ,138.0,2.15625
600175393,ПГ,68.61,1.07203125
600175586,ПГ,123.19,1.92484375
600175650,ПГ,218.56,3.415
600175767,ПГ,213.0,3.328125
600175821,ПГ,43.0,0.671875
600175852,ПГ,7.55,0.11796875
600175956,ПГ,43.0,0.671875
600175988,ПГ,53.51,0.83609375
600176021,ПГ,45.0,0.703125
600176164,ПГ,112.6,1.759375
600176204,ПГ,64.0,1.0
600176595,ПГ,60.23,0.94109375
600176628,ПГ,81.0,1.265625
600176796,ПГ,254.0,3.96875
600177029,ПГ,96.0,1.5
600177164,ПГ,130.0,2.03125
600177390,ПГ,127.0,1.984375
600177537,ПГ,114.0,1.78125
600177737,ПГ,4.3,0.1
600177938,ПГ,1.5,0.1
600177970,ПГ,157.24,2.456875
600178085,ПГ,22.25,0.34765625
600178141,ПГ,71.0,1.109375
600178299,ПГ,40.26,0.6290625
600178345,ПГ,15.4,0.240625
600178495,ПГ,155.0,2.421875
600178522,ПГ,156.25,2.44140625
600178556,ПГ,63.72,0.995625
600178695,ПГ,49.0,0.765625
600178721,ПГ,101.0,1.578125
600178745,ПГ,128.03,2.00046875
600178939,ПГ,119.0,1.859375
600179086,ПГ,137.0,2.140625
600179156,ПГ,105.0,1.640625
600179361,ПГ,78.0,1.21875
600179667,ПГ,158.0,2.46875
600179895,ПГ,174.9,2.7328125
600180070,ПГ,30.02,0.4690625
600180129,ПГ,56.0,0.875
600181078,ПГ,0.67,0.1
600181790,ПГ,40.02,0.6253125
600183546,ПГ,44.49,0.69515625
600183744,ПГ,35.95,0.56171875
600184092,ПГ,33.0,0.515625
600184316,ПГ,121.0,1.890625
600184492,ПГ,177.56,2.774375
600184524,ПГ,13.0,0.203125
600184681,ПГ,78.75,1.23046875
600184859,ПГ,7.42,0.1159375
600184917,ПГ,127.2,1.9875
600173556,ПГ,211.0,3.296875
600173936,ПГ,38.0,0.59375
600174139,ПГ,116.0,1.8125
600174275,ПГ,112.49,1.75765625
600174338,ПГ,7.0,0.109375
600174541,ПГ,37.67,0.58859375
600175081,ПГ,117.15,1.83046875
600175118,ПГ,27.14,0.4240625
600175287,ПГ,37.0,0.578125
600175464,ПГ,150.0,2.34375
600175589,ПГ,102.01,1.59390625
600175626,ПГ,99.0,1.546875
600175800,ПГ,6.42,0.1003125
600175853,ПГ,87.5,1.3671875
600175993,ПГ,56.0,0.875
600176028,ПГ,6.0,0.1
600176224,ПГ,54.97,0.85890625
600176424,ПГ,39.26,0.6134375
600176455,ПГ,78.0,1.21875
600176603,ПГ,117.82,1.8409375
600176588,ПГ,127.0,1.984375
600176837,ПГ,71.0,1.109375
600176861,ПГ,30.02,0.4690625
600177038,ПГ,13.0,0.203125
600177207,ПГ,42.0,0.65625
600177549,ПГ,25.25,0.39453125
600177919,ПГ,0.96,0.1
600178148,ПГ,56.0,0.875
600178518,ПГ,72.0,1.125
600178717,ПГ,74.0,1.15625
600178753,ПГ,226.79,3.54359375
600178793,ПГ,53.13,0.83015625
600178918,ПГ,56.0,0.875
600178987,ПГ,101.12,1.58
600179166,ПГ,48.0,0.75
600179303,ПГ,56.13,0.87703125
600179389,ПГ,1.51,0.1
600179756,ПГ,65.34,1.0209375
600181055,ПГ,70.09,1.09515625
600181119,ПГ,86.8,1.35625
600181796,ПГ,34.76,0.543125
600182361,ПГ,0.3,0.1
600182733,ПГ,59.63,0.93171875
600183007,ПГ,123.69,1.93265625
600184178,ПГ,156.0,2.4375
600184287,ПГ,27.0,0.421875
600184349,ПГ,1.0,0.1
600184685,ПГ,6.42,0.1003125
600185062,ПГ,95.55,1.49296875
600173931,ПГ,82.0,1.28125
600174301,ПГ,52.63,0.82234375
600174333,ПГ,65.0,1.015625
600174533,ПГ,264.0,4.125
600174906,ПГ,130.0,2.03125
600175087,ПГ,91.0,1.421875
600175251,ПГ,275.0,4.296875
600175314,ПГ,44.0,0.6875
600175451,ПГ,13.0,0.203125
600175484,ПГ,5.0,0.1
600175513,ПГ,145.51,2.27359375
600175620,ПГ,52.0,0.8125
600175656,ПГ,101.0,1.578125
600175680,ПГ,35.0,0.546875
600175817,ПГ,6.42,0.1003125
600175842,ПГ,69.0,1.078125
600176019,ПГ,137.0,2.140625
600176050,ПГ,126.28,1.973125
600176232,ПГ,105.0,1.640625
600176263,ПГ,49.0,0.765625
600176456,ПГ,115.0,1.796875
600176630,ПГ,94.39,1.47484375
600176667,ПГ,175.91,2.74859375
600176828,ПГ,55.64,0.869375
600176864,ПГ,150.68,2.354375
600177004,ПГ,24.0,0.375
600177061,ПГ,20.19,0.31546875
600177230,ПГ,105.0,1.640625
600177265,ПГ,24.12,0.376875
600177369,ПГ,248.0,3.875
600177431,ПГ,147.21,2.30015625
600177942,ПГ,121.19,1.89359375
600177997,ПГ,107.0,1.671875
600178342,ПГ,129.34,2.0209375
600178380,ПГ,46.03,0.71921875
600178557,ПГ,32.0,0.5
600178590,ПГ,32.67,0.51046875
600178783,ПГ,132.33,2.06765625
600178815,ПГ,147.39,2.30296875
600178983,ПГ,91.14,1.4240625
600179008,ПГ,70.0,1.09375
600179180,ПГ,62.0,0.96875
600179931,ПГ,53.04,0.82875
600180136,ПГ,40.0,0.625
600180340,ПГ,64.0,1.0
600180507,ПГ,49.21,0.76890625
600173466,ПГ,107.08,1.673125
600173705,ПГ,74.0,1.15625
600173873,ПГ,51.65,0.80703125
600174101,ПГ,45.0,0.703125
600174281,ПГ,37.1,0.5796875
600174306,ПГ,131.56,2.055625
600174442,ПГ,91.0,1.421875
600174474,ПГ,35.0,0.546875
600174509,ПГ,207.0,3.234375
600174677,ПГ,240.94,3.7646875
600175020,ПГ,55.0,0.859375
600175074,ПГ,5.22,0.1
600175259,ПГ,107.0,1.671875
600175422,ПГ,27.0,0.421875
600175460,ПГ,172.13,2.68953125
600175655,ПГ,143.0,2.234375
600175761,ПГ,1.03,0.1
600175826,ПГ,120.08,1.87625
600176003,ПГ,46.65,0.72890625
600176029,ПГ,39.74,0.6209375
600176187,ПГ,116.0,1.8125
600176223,ПГ,44.0,0.6875
600176257,ПГ,33.0,0.515625
600176420,ПГ,63.0,0.984375
600176579,ПГ,103.14,1.6115625
600176647,ПГ,14.0,0.21875
600176783,ПГ,118.85,1.85703125
600176823,ПГ,2.41,0.1
600176961,ПГ,97.0,1.515625
600176983,ПГ,84.0,1.3125
600177020,ПГ,102.02,1.5940625
600177189,ПГ,109.0,1.703125
600177218,ПГ,65.0,1.015625
600177358,ПГ,5.69,0.1
600177387,ПГ,47.21,0.73765625
600177525,ПГ,44.0,0.6875
600177731,ПГ,69.83,1.09109375
600177759,ПГ,57.0,0.890625
600177932,ПГ,33.01,0.51578125
600178102,ПГ,242.0,3.78125
600178135,ПГ,4.19,0.1
600178172,ПГ,4.27,0.1
600178266,ПГ,13.6,0.2125
600178340,ПГ,76.5,1.1953125
600178562,ПГ,7.42,0.1159375
600178731,ПГ,48.0,0.75
600178751,ПГ,34.0,0.53125
600178958,ПГ,28.0,0.4375
600179319,ПГ,184.14,2.8771875
600179353,ПГ,110.85,1.73203125
600179493,ПГ,1.0,0.1
600179715,ПГ,82.0,1.28125
600180156,ПГ,104.0,1.625
600180304,ПГ,41.13,0.64265625
600181275,ПГ,123.76,1.93375
600183522,ПГ,203.23,3.17546875
600184266,ПГ,40.03,0.62546875
600184336,ПГ,19.08,0.298125
600185064,ПГ,43.0,0.671875
600173490,ПГ,190.0,2.96875
600173549,ПГ,101.0,1.578125
600173719,ПГ,82.17,1.28390625
600173925,ПГ,12.39,0.19359375
600174097,ПГ,83.06,1.2978125
600174128,ПГ,123.0,1.921875
600174167,ПГ,24.0,0.375
600174260,ПГ,52.04,0.813125
600174453,ПГ,5.46,0.1
600174504,ПГ,6.78,0.1059375
600174536,ПГ,41.09,0.64203125
600175084,ПГ,9.92,0.155
600175110,ПГ,0.47,0.1
600175284,ПГ,84.01,1.31265625
600175405,ПГ,75.15,1.17421875
600175454,ПГ,32.08,0.50125
600175481,ПГ,106.0,1.65625
600175617,ПГ,102.0,1.59375
600175649,ПГ,17.0,0.265625
600175682,ПГ,8.84,0.138125
600175849,ПГ,61.0,0.953125
600176022,ПГ,175.91,2.74859375
600176056,ПГ,98.74,1.5428125
600176210,ПГ,25.61,0.40015625
600176384,ПГ,211.0,3.296875
600176644,ПГ,28.0,0.4375
600176772,ПГ,165.0,2.578125
600176810,ПГ,123.0,1.921875
600177014,ПГ,57.0,0.890625
600177213,ПГ,15.97,0.24953125
600177405,ПГ,51.0,0.796875
600177552,ПГ,207.2,3.2375
600177575,ПГ,110.41,1.72515625
600177726,ПГ,130.0,2.03125
600177753,ПГ,53.0,0.828125
600177925,ПГ,57.0,0.890625
600177937,ПГ,116.28,1.816875
600178130,ПГ,93.07,1.45421875
600178163,ПГ,148.0,2.3125
600178194,ПГ,195.0,3.046875
600178305,ПГ,83.0,1.296875
600178359,ПГ,81.06,1.2665625
600178559,ПГ,70.58,1.1028125
600178588,ПГ,84.0,1.3125
600178749,ПГ,60.3,0.9421875
600178950,ПГ,69.0,1.078125
600178980,ПГ,63.0,0.984375
600179118,ПГ,88.2,1.378125
600179346,ПГ,86.5,1.3515625
600179373,ПГ,6.0,0.1
600179537,ПГ,74.87,1.16984375
600179582,ПГ,241.54,3.7740625
600179687,ПГ,49.78,0.7778125
600179727,ПГ,135.0,2.109375
600180329,ПГ,183.0,2.859375
600181685,ПГ,175.91,2.74859375
600182070,ПГ,44.0,0.6875
600183786,ПГ,36.05,0.56328125
600184091,ПГ,96.0,1.5
600184320,ПГ,93.4,1.459375
600184550,ПГ,159.0,2.484375
600184708,ПГ,2.0,0.1
600173537,ПГ,66.71,1.04234375
600173748,ПГ,80.0,1.25
600173951,ПГ,29.09,0.45453125
600174292,ПГ,133.17,2.08078125
600174311,ПГ,13.77,0.21515625
600174496,ПГ,136.0,2.125
600174529,ПГ,1.0,0.1
600175072,ПГ,182.0,2.84375
600175241,ПГ,3.3,0.1
600175273,ПГ,75.0,1.171875
600175476,ПГ,169.0,2.640625
600175643,ПГ,68.0,1.0625
600175668,ПГ,146.0,2.28125
600175715,ПГ,72.0,1.125
600175810,ПГ,84.0,1.3125
600175880,ПГ,77.0,1.203125
600176018,ПГ,57.0,0.890625
600176048,ПГ,87.0,1.359375
600176199,ПГ,140.16,2.19
600176407,ПГ,230.0,3.59375
600176660,ПГ,34.8,0.54375
600176803,ПГ,64.0,1.0
600176996,ПГ,50.04,0.781875
600177036,ПГ,97.0,1.515625
600177236,ПГ,167.0,2.609375
600177438,ПГ,20.6,0.321875
600177986,ПГ,99.0,1.546875
600178018,ПГ,46.0,0.71875
600178149,ПГ,7.42,0.1159375
600178547,ПГ,12.0,0.1875
600178582,ПГ,142.22,2.2221875
600178617,ПГ,71.25,1.11328125
600178718,ПГ,30.0,0.46875
600178801,ПГ,51.0,0.796875
600178975,ПГ,52.0,0.8125
600179333,ПГ,110.44,1.725625
600179539,ПГ,30.65,0.47890625
600179574,ПГ,125.0,1.953125
600179972,ПГ,66.0,1.03125
600180145,ПГ,206.91,3.23296875
600180314,ПГ,35.93,0.56140625
600181831,ПГ,132.0,2.0625
600182201,ПГ,29.06,0.4540625
600183038,ПГ,141.0,2.203125
600183375,ПГ,81.0,1.265625
600183945,ПГ,137.11,2.14234375
600184179,ПГ,52.04,0.813125
600184346,ПГ,132.0,2.0625
600184706,ПГ,60.0,0.9375
600184946,ПГ,84.0,1.3125
600185148,ПГ,13.0,0.203125
600185540,ПГ,85.53,1.33640625
600173504,ПГ,32.0,0.5
600174251,ПГ,188.0,2.9375
600174272,ПГ,64.0,1.0
600174486,ПГ,74.11,1.15796875
600174796,ПГ,263.0,4.109375
600175230,ПГ,7.84,0.1225
600175264,ПГ,4.29,0.1
600175358,ПГ,57.0,0.890625
600175400,ПГ,18.61,0.29078125
600175429,ПГ,116.86,1.8259375
600175561,ПГ,105.0,1.640625
600175602,ПГ,27.0,0.421875
600175635,ПГ,126.2,1.971875
600175797,ПГ,81.0,1.265625
600175971,ПГ,68.0,1.0625
600175998,ПГ,70.0,1.09375
600176109,ПГ,82.0,1.28125
600176362,ПГ,25.25,0.39453125
600176592,ПГ,203.0,3.171875
600176629,ПГ,108.0,1.6875
600176776,ПГ,91.14,1.4240625
600176792,ПГ,24.0,0.375
600176927,ПГ,31.05,0.48515625
600176965,ПГ,131.0,2.046875
600176998,ПГ,167.0,2.609375
600177162,ПГ,55.0,0.859375
600177303,ПГ,25.25,0.39453125
600177332,ПГ,10.03,0.15671875
600177507,ПГ,67.07,1.04796875
600177874,ПГ,107.13,1.67390625
600177930,ПГ,25.25,0.39453125
600178073,ПГ,105.0,1.640625
600178142,ПГ,76.0,1.1875
600178248,ПГ,77.91,1.21734375
600178506,ПГ,79.03,1.23484375
600178539,ПГ,70.0,1.09375
600178674,ПГ,45.49,0.71078125
600178898,ПГ,85.13,1.33015625
600178932,ПГ,29.24,0.456875
600179065,ПГ,19.14,0.2990625
600179272,ПГ,61.05,0.95390625
600179297,ПГ,16.67,0.26046875
600179928,ПГ,136.0,2.125
600180243,ПГ,49.01,0.76578125
600173573,ПГ,103.53,1.61765625
600173604,ПГ,88.01,1.37515625
600173641,ПГ,36.52,0.570625
600173780,ПГ,36.0,0.5625
600173979,ПГ,53.0,0.828125
600174042,ПГ,15.0,0.234375
600174153,ПГ,16.84,0.263125
600174213,ПГ,19.0,0.296875
600174353,ПГ,31.12,0.48625
600174385,ПГ,167.0,2.609375
600174421,ПГ,33.03,0.51609375
600174548,ПГ,48.03,0.75046875
600175133,ПГ,100.4,1.56875
600175304,ПГ,146.0,2.28125
600175339,ПГ,16.15,0.25234375
600175362,ПГ,266.19,4.15921875
600175540,ПГ,177.0,2.765625
600175564,ПГ,109.0,1.703125
600175914,ПГ,5.91,0.1
600176112,ПГ,162.0,2.53125
600176141,ПГ,89.0,1.390625
600176313,ПГ,97.53,1.52390625
600176336,ПГ,27.0,0.421875
600176447,ПГ,80.0,1.25
600176482,ПГ,59.0,0.921875
600176526,ПГ,49.0,0.765625
600176728,ПГ,9.77,0.15265625
600176859,ПГ,45.0,0.703125
600176895,ПГ,9.64,0.150625
600177066,ПГ,94.0,1.46875
600177100,ПГ,45.0,0.703125
600177239,ПГ,69.0,1.078125
600177267,ПГ,56.0,0.875
600177301,ПГ,24.0,0.375
600177468,ПГ,26.14,0.4084375
600177807,ПГ,20.0,0.3125
600178183,ПГ,140.0,2.1875
600178216,ПГ,118.31,1.84859375
600178408,ПГ,26.0,0.40625
600178449,ПГ,67.87,1.06046875
600178624,ПГ,7.42,0.1159375
600178798,ПГ,80.0,1.25
600178866,ПГ,7.42,0.1159375
600178985,ПГ,83.0,1.296875
600179211,ПГ,75.0,1.171875
600179439,ПГ,259.52,4.055
600179577,ПГ,43.0,0.671875
600179782,ПГ,34.75,0.54296875
600180045,ПГ,73.0,1.140625
600181309,ПГ,59.0,0.921875
600182868,ПГ,79.0,1.234375
600183468,ПГ,73.0,1.140625
600183607,ПГ,6.42,0.1003125
600183779,ПГ,249.0,3.890625
600183845,ПГ,59.76,0.93375
600184017,ПГ,119.0,1.859375
600184185,ПГ,32.48,0.5075
600184384,ПГ,157.0,2.453125
600184805,ПГ,106.0,1.65625
600185208,ПГ,23.0,0.359375
600173465,ПГ,100.88,1.57625
600173603,ПГ,58.5,0.9140625
600173879,ПГ,118.0,1.84375
600173981,ПГ,7.42,0.1159375
600174178,ПГ,45.37,0.70890625
600174220,ПГ,8.52,0.133125
600174455,ПГ,57.0,0.890625
600174552,ПГ,51.56,0.805625
600174761,ПГ,93.23,1.45671875
600175363,ПГ,53.04,0.82875
600175504,ПГ,2.33,0.1
600175563,ПГ,87.0,1.359375
600175703,ПГ,15.0,0.234375
600175740,ПГ,248.69,3.88578125
600175791,ПГ,76.0,1.1875
600175915,ПГ,116.28,1.816875
600176079,ПГ,165.0,2.578125
600176110,ПГ,98.0,1.53125
600176158,ПГ,83.06,1.2978125
600176334,ПГ,72.23,1.12859375
600176501,ПГ,63.88,0.998125
600176530,ПГ,6.0,0.1
600176561,ПГ,51.0,0.796875
600176698,ПГ,137.0,2.140625
600176897,ПГ,232.0,3.625
600176931,ПГ,154.0,2.40625
600177068,ПГ,16.0,0.25
600177128,ПГ,148.0,2.3125
600177269,ПГ,8.44,0.131875
600177504,ПГ,116.0,1.8125
600177876,ПГ,123.0,1.921875
600178047,ПГ,163.0,2.546875
600178215,ПГ,148.0,2.3125
600178282,ПГ,274.0,4.28125
600178447,ПГ,9.0,0.140625
600178604,ПГ,72.94,1.1396875
600178635,ПГ,85.07,1.32921875
600179071,ПГ,65.0,1.015625
600180035,ПГ,43.0,0.671875
600180788,ПГ,31.0,0.484375
600181588,ПГ,10.0,0.15625
600181727,ПГ,88.0,1.375
600181784,ПГ,158.24,2.4725
600182740,ПГ,129.0,2.015625
600182836,ПГ,141.0,2.203125
600183653,ПГ,5.0,0.1
600183853,ПГ,33.04,0.51625
600184430,ПГ,36.0,0.5625
600184601,ПГ,16.84,0.263125
600184836,ПГ,122.1,1.9078125
600185004,ПГ,6.0,0.1
600185214,ПГ,88.0,1.375
600185429,ПГ,54.25,0.84765625
600174138,ПГ,296.54,4.6334375
600174165,ПГ,106.0,1.65625
600174196,ПГ,7.42,0.1159375
600174361,ПГ,36.0,0.5625
600174507,ПГ,35.0,0.546875
600174574,ПГ,114.09,1.78265625
600174980,ПГ,87.6,1.36875
600175321,ПГ,51.99,0.81234375
600175356,ПГ,212.0,3.3125
600175486,ПГ,56.62,0.8846875
600175525,ПГ,53.08,0.829375
600175657,ПГ,127.0,1.984375
600175688,ПГ,34.91,0.54546875
600175892,ПГ,33.67,0.52609375
600176061,ПГ,44.0,0.6875
600176094,ПГ,17.39,0.27171875
600176241,ПГ,7.42,0.1159375
600176275,ПГ,99.0,1.546875
600176446,ПГ,46.05,0.71953125
600176480,ПГ,39.54,0.6178125
600176703,ПГ,41.0,0.640625
600176879,ПГ,166.0,2.59375
600177021,ПГ,34.9,0.5453125
600177283,ПГ,9.01,0.14078125
600177381,ПГ,227.25,3.55078125
600177421,ПГ,96.39,1.50609375
600177656,ПГ,34.72,0.5425
600178173,ПГ,158.0,2.46875
600178197,ПГ,150.35,2.34921875
600178233,ПГ,124.0,1.9375
600178586,ПГ,55.31,0.86421875
600178611,ПГ,33.87,0.52921875
600178787,ПГ,30.0,0.46875
600178820,ПГ,9.0,0.140625
600178852,ПГ,140.09,2.18890625
600179140,ПГ,175.19,2.73734375
600179190,ПГ,89.69,1.40140625
600179409,ПГ,76.0,1.1875
600180160,ПГ,178.0,2.78125
600180190,ПГ,94.0,1.46875
600180210,ПГ,143.23,2.23796875
600183420,ПГ,106.33,1.66140625
600183775,ПГ,46.0,0.71875
600183814,ПГ,81.0,1.265625
600183980,ПГ,53.04,0.82875
600184155,ПГ,47.0,0.734375
600184216,ПГ,193.98,3.0309375
600184587,ПГ,21.05,0.32890625
600173468,ПГ,79.03,1.23484375
600173656,ПГ,5.09,0.1
600174038,ПГ,233.0,3.640625
600174059,ПГ,3.42,0.1
600175153,ПГ,2.94,0.1
600175343,ПГ,103.0,1.609375
600175386,ПГ,59.29,0.92640625
600175420,ПГ,73.0,1.140625
600175556,ПГ,7.42,0.1159375
600175776,ПГ,81.0,1.265625
600175923,ПГ,62.57,0.97765625
600175965,ПГ,63.63,0.99421875
600176083,ПГ,93.15,1.45546875
600176193,ПГ,192.0,3.0
600176500,ПГ,35.83,0.55984375
600176554,ПГ,95.0,1.484375
600176717,ПГ,0.6,0.1
600176945,ПГ,41.06,0.6415625
600177072,ПГ,118.0,1.84375
600177114,ПГ,39.94,0.6240625
600177321,ПГ,2.85,0.1
600177893,ПГ,36.0,0.5625
600178308,ПГ,65.1,1.0171875
600178432,ПГ,223.66,3.4946875
600178463,ПГ,16.0,0.25
600178499,ПГ,27.71,0.43296875
600178638,ПГ,166.0,2.59375
600178669,ПГ,31.0,0.484375
600178699,ПГ,136.1,2.1265625
600178857,ПГ,37.67,0.58859375
600178886,ПГ,67.0,1.046875
600179240,ПГ,16.04,0.250625
600179660,ПГ,62.0,0.96875
600180004,ПГ,73.0,1.140625
600180085,ПГ,72.74,1.1365625
600180223,ПГ,16.84,0.263125
600180293,ПГ,84.0,1.3125
600173476,ПГ,85.91,1.34234375
600173506,ПГ,88.07,1.37609375
600173569,ПГ,62.0,0.96875
600173877,ПГ,70.0,1.09375
600174077,ПГ,11.35,0.17734375
600174151,ПГ,153.15,2.39296875
600174316,ПГ,6.42,0.1003125
600174485,ПГ,57.0,0.890625
600174862,ПГ,131.0,2.046875
600175054,ПГ,25.74,0.4021875
600175093,ПГ,63.0,0.984375
600175224,ПГ,74.0,1.15625
600175262,ПГ,158.03,2.46921875
600175462,ПГ,68.77,1.07453125
600175636,ПГ,51.0,0.796875
600175784,ПГ,118.0,1.84375
600175793,ПГ,81.12,1.2675
600175834,ПГ,170.0,2.65625
600175972,ПГ,6.42,0.1003125
600176005,ПГ,116.28,1.816875
600176186,ПГ,47.0,0.734375
600176215,ПГ,57.5,0.8984375
600176247,ПГ,94.0,1.46875
600176351,ПГ,156.0,2.4375
600176382,ПГ,31.19,0.48734375
600176610,ПГ,103.0,1.609375
600176642,ПГ,134.0,2.09375
600176850,ПГ,138.0,2.15625
600176948,ПГ,55.85,0.87265625
600177013,ПГ,49.0,0.765625
600177149,ПГ,59.72,0.933125
600177183,ПГ,8.0,0.125
600177350,ПГ,161.0,2.515625
600177385,ПГ,26.0,0.40625
600177520,ПГ,104.0,1.625
600177551,ПГ,15.0,0.234375
600177885,ПГ,107.0,1.671875
600177926,ПГ,13.84,0.21625
600177955,ПГ,93.0,1.453125
600178159,ПГ,2.0,0.1
600178304,ПГ,84.0,1.3125
600178538,ПГ,50.0,0.78125
600178676,ПГ,49.0,0.765625
600178710,ПГ,18.02,0.2815625
600178762,ПГ,162.0,2.53125
600178931,ПГ,151.0,2.359375
600178966,ПГ,100.87,1.57609375
600179274,ПГ,127.0,1.984375
600179306,ПГ,35.36,0.5525
600179549,ПГ,30.0,0.46875
600179684,ПГ,102.0,1.59375
600179721,ПГ,95.0,1.484375
600179753,ПГ,88.0,1.375
600179880,ПГ,4.59,0.1
600179922,ПГ,250.0,3.90625
600179947,ПГ,113.0,1.765625
600180111,ПГ,70.0,1.09375
600180320,ПГ,135.0,2.109375
600181057,ПГ,4.0,0.1
600182953,ПГ,32.0,0.5
600183730,ПГ,136.0,2.125
600183908,ПГ,61.0,0.953125
600183961,ПГ,22.04,0.344375
600184065,ПГ,120.03,1.87546875
600184135,ПГ,53.0,0.828125
600184441,ПГ,6.42,0.1003125
600184507,ПГ,32.0,0.5
600184661,ПГ,23.02,0.3596875
600184731,ПГ,31.49,0.49203125
600173498,ПГ,68.05,1.06328125
600173539,ПГ,42.0,0.65625
600173680,ПГ,128.0,2.0
600174117,ПГ,83.0,1.296875
600174228,ПГ,7.0,0.109375
600174490,ПГ,211.0,3.296875
600175196,ПГ,112.0,1.75
600175233,ПГ,84.0,1.3125
600175379,ПГ,95.0,1.484375
600175441,ПГ,71.84,1.1225
600175575,ПГ,23.22,0.3628125
600175606,ПГ,164.0,2.5625
600175812,ПГ,254.08,3.97
600175979,ПГ,65.1,1.0171875
600176143,ПГ,55.01,0.85953125
600176375,ПГ,69.0,1.078125
600176549,ПГ,50.0,0.78125
600176575,ПГ,75.94,1.1865625
600176613,ПГ,17.0,0.265625
600176820,ПГ,34.0,0.53125
600176954,ПГ,133.6,2.0875
600176981,ПГ,104.0,1.625
600177122,ПГ,30.48,0.47625
600177156,ПГ,140.0,2.1875
600177188,ПГ,26.04,0.406875
600177324,ПГ,45.0,0.703125
600177354,ПГ,88.0,1.375
600177489,ПГ,77.0,1.203125
600177864,ПГ,129.0,2.015625
600177906,ПГ,79.02,1.2346875
600177933,ПГ,15.0,0.234375
600178268,ПГ,95.6,1.49375
600178297,ПГ,7.84,0.1225
600178503,ПГ,86.07,1.34484375
600178697,ПГ,269.6,4.2125
600178868,ПГ,140.0,2.1875
600179050,ПГ,118.34,1.8490625
600179077,ПГ,44.13,0.68953125
600179111,ПГ,86.0,1.34375
600179244,ПГ,116.51,1.82046875
600179281,ПГ,67.0,1.046875
600179317,ПГ,60.0,0.9375
600179543,ПГ,69.53,1.08640625
600179647,ПГ,76.0,1.1875
600179681,ПГ,149.12,2.33
600179915,ПГ,55.0,0.859375
600180123,ПГ,88.97,1.39015625
600181008,ПГ,28.02,0.4378125
600181267,ПГ,37.09,0.57953125
600181575,ПГ,77.0,1.203125
600181611,ПГ,91.14,1.4240625
600182370,ПГ,45.0,0.703125
600183123,ПГ,144.0,2.25
600183262,ПГ,1.19,0.1
600183513,ПГ,191.0,2.984375
600183927,ПГ,33.1,0.5171875
600184096,ПГ,83.0,1.296875
600184874,ПГ,213.24,3.331875
600184898,ПГ,25.0,0.390625
600185076,ПГ,41.5,0.6484375
600185250,ПГ,87.0,1.359375
600173411,ПГ,59.0,0.921875
600173595,ПГ,43.0,0.671875
600173740,ПГ,56.09,0.87640625
600173805,ПГ,53.0,0.828125
